Data;Abramide;Acciuga;Aguglia;Alaccia;Anguilla;Aquila di mare;Aragosta;Arca di Noe';Ascidia;Astice;Barbo;Barracuda;Bibo;Boga;Branzino;Calamari;Canestrelli;Cannolicchi;Capasanta;Carpa;Cavedano;Cefali;Cepola;Cernia bruna;Cetorino;Cheppia;Corbola;Cuori;Delfini;Dentice;Fasolaro;Favolli;Galletto;Gallinelle;Gamberi;Gambero grigio;Gattucci;Ghiozzetti;Ghiozzetto quadrimaculato;Ghiozzo go';Ghiozzo nero;Ghiozzo paganello;Grancevola;Granchio verde;Granchio verde - femmina con uova;Granchio verde - in muta;Grongo;Lampuga;Latterino capoccione;Lepre di mare;Lumaca di mare;Magnosa;Maruzzella;Mazzancolla;Mennole;Merlano;Merluzzetto;Merluzzo;Misto pesce;Misto pesce acqua dolce;Mitilo;Motelle;Murici;Musdee;Ombrine;Orata;Ostriche;Palamita;Pannocchia;Papalina;Passera;Pastinache;Pesce San Pietro;Pesce sciabola;Pesce serra;Pesce spada;Piede di pellicano;Polpi;Rane pescatrici;Razza bavosa;Razze;Riccio di mare;Ricciole;Rombi;Rossetto;Sacchetto;Salpa;Sardina;Savetta;Scampo;Scorfani;Seppie;Sgombri;Smeriglio;Sogliole;Sparidi;Squali;Squalo volpe;Suri;Tartaruga;Tartufo di mare;Tellina;Tinca;Tonni;Tracine;Triglia di fango;Triglia di scoglio;Trota;Venere gallina;Vongole;Zanchette;TOTALI
08/1968;-1;165897;452;-1;17818;-1;-1;-1;-1;236;-1;-1;-1;6188;1872;11036;36164.94845;87;1941;100;-1;25329;0;0;-1;-1;-1;0;-1;0;0;-1;-1;274;4302;8172;1404;6714;-1;55984;-1;-1;846;0;151;613;-1;-1;149785;-1;-1;-1;-1;0;0;5266;1470;2761;20891;28164;-1;-1;10533;-1;71;1145;0;-1;5626;5375;2923;-1;79;-1;-1;-1;-1;19177;3970;-1;4561;-1;-1;652;-1;-1;-1;370787;-1;1153;512;25784;8006;-1;21133;1388;2098;19;4253;150;0;-1;308;663;-1;11635;106;1041;-1;0;-1;1057019.949
09/1968;-1;109389;833;-1;7862;-1;-1;-1;-1;642;-1;-1;-1;4906;1984;15605;31407.2165;396;994;72;-1;24006;0;0;-1;-1;-1;0;-1;0;0;-1;-1;179;2054;8042;1684;9875;-1;67071;-1;-1;725;0;4303;208;-1;-1;127887;-1;-1;-1;-1;0;0;4093;1695;3450;24736;35827;-1;-1;13318;-1;6;3479;10;-1;7355;5126;3996;-1;67;-1;-1;-1;-1;31820;3398;-1;5286;-1;-1;605;-1;-1;-1;261044;-1;837;411;36302;9246;-1;23002;1587;2269;0;6166;186;0;-1;179;-1;-1;16340;165;1204;-1;0;-1;923282.2165
10/1968;-1;286160;1293;-1;7852;-1;-1;-1;-1;727;-1;-1;-1;512;3329;19941;19134.02062;7269;1609;212;-1;45794;0;0;-1;-1;-1;0;-1;0;0;-1;-1;431;1347;10611;2246;5389;-1;59781;-1;-1;2261;0;18408;3494;-1;-1;98499;-1;-1;-1;-1;0;0;6281;1741;2223;22251;26771;-1;-1;14513;-1;94;16338;0;-1;5640;994;6170;-1;96;-1;-1;-1;-1;67040;3180;-1;7619;-1;-1;1024;-1;-1;-1;183843;-1;401;1264;64877;14982;-1;24667;3103;1562;0;1221;154;0;-1;43;-1;-1;10177;81;1167;-1;0;-1;1085769.021
11/1968;-1;183332;329;-1;7019;-1;-1;-1;-1;774;-1;-1;-1;27;4453;21683;15817.01031;8964;166;80;-1;65820;0;0;-1;-1;-1;0;-1;0;0;-1;-1;192;1446;11658;1947;11404;-1;26134;-1;-1;3780;0;5848;6041;-1;-1;99493;-1;-1;-1;-1;0;0;3618;1894;1736;23173;28657;-1;-1;12359;-1;71;21448;0;-1;17439;59852;8572;-1;54;-1;-1;-1;-1;46202;2156;-1;2426;-1;-1;1159;-1;-1;-1;12391;-1;114;753;40165;8895;-1;24267;2392;2039;0;557;20;0;-1;66;-1;-1;7014;140;1274;-1;0;-1;807263.0103
12/1968;-1;113594;15;-1;1717;-1;-1;-1;-1;603;-1;-1;-1;20;10833;22214;9265.463918;3771;1731;397;-1;117758;0;0;-1;-1;-1;0;-1;0;0;-1;-1;83;1744;5216;1661;15060;-1;6149;-1;-1;3773;0;293;399;-1;-1;89853;-1;-1;-1;-1;0;0;2413;1865;3112;20388;16013;188;-1;5622;-1;117;36787;337;-1;9381;11711;12104;-1;91;-1;-1;-1;-1;37111;1827;-1;1577;-1;-1;951;-1;-1;-1;8981;-1;208;551;68794;1220;-1;20575;1275;2453;0;-1;0;0;-1;205;-1;-1;2865;141;964;456;0;-1;676386.4639
01/1969;-1;105999;0;-1;1504;-1;-1;-1;-1;129;-1;-1;-1;648;1645;15542;13737.1134;1897;3700;430;-1;49693;0;0;-1;-1;-1;167;-1;0;0;-1;-1;92;2475;6852;2708;15894;-1;3906;-1;-1;2694;0;-1;21;-1;-1;46893;-1;-1;-1;-1;0;0;1325;2509;4100;17139;5099;74;-1;3419;-1;9;2308;41;-1;3947;4983;823;-1;73;-1;-1;-1;-1;37250;1647;-1;2108;-1;-1;991;-1;-1;-1;5446;-1;70;1295;51713;694;-1;13228;2244;2312;0;-1;0;0;-1;210;-1;-1;3807;217;584;290;0;-1;446534.1134
02/1969;-1;19047;0;-1;1483;-1;-1;-1;-1;168;-1;-1;-1;118;741;12080;28579.89691;2408;5182;163;-1;30394;0;0;-1;-1;-1;91;-1;0;0;-1;-1;26;16096;2757;1477;4310;-1;6668;-1;-1;3445;0;-1;-1;-1;-1;34880;-1;-1;-1;-1;0;0;1457;1564;2810;13264;5375;-1;-1;3608;-1;-1;1033;93;-1;5559;7513;772;-1;119;-1;-1;-1;-1;20824;1607;-1;1199;-1;-1;531;-1;-1;-1;2206;-1;181;698;64740;177;-1;7165;1712;1024;0;-1;0;0;-1;68;-1;-1;2245;55;674;140;0;-1;318476.8969
03/1969;-1;133661;384;-1;6989;-1;-1;-1;-1;203;-1;-1;-1;57;591;10312;48226.80412;6583;8971;95;-1;18905;0;0;-1;-1;-1;51;140;0;0;-1;-1;145;9672;2178;3494;2344;-1;23503;-1;-1;4074;4;-1;717;-1;-1;70017;-1;-1;-1;-1;0;0;899;2561;3128;20263;5910;-1;-1;6096;-1;44;789;273;-1;3897;56803;1609;-1;193;-1;-1;-1;-1;18924;1588;-1;4147;-1;-1;1312;-1;-1;-1;11217;-1;235;1558;114712;404;-1;9337;2246;1551;0;5;0;2;-1;187;402;-1;3153;261;621;260;0;-1;625858.8041
04/1969;-1;183281;3692;-1;11332;-1;-1;-1;-1;292;-1;-1;-1;479;559;8310;63079.89691;3400;11737.86025;276;-1;10458;0;0;-1;-1;-1;0;-1;0;0;-1;-1;139;5468;849;3017;360;-1;78531;-1;-1;4136;0;-1;28811;-1;-1;96781;-1;-1;-1;-1;0;0;795;1387;1067;25856;7584;-1;-1;13712;-1;49;158;0;-1;24543;69034;2503;-1;96;-1;-1;-1;-1;12518;1496;-1;1710;-1;-1;1085;-1;-1;-1;11784;-1;132;2481;371012;1714;-1;12411;2217;816;115;243;0;0;-1;152;-1;-1;2451;366;968;-1;0;-1;1085395.757
05/1969;-1;186750;2287;-1;11990;-1;-1;-1;-1;275;-1;-1;-1;2159;328;20261;43363.40206;820;8558;317;-1;21916;0;0;-1;-1;-1;0;-1;0;0;49;-1;62;5555;-1;3954;110;-1;53841;-1;-1;4751;0;-1;3385;-1;-1;110915;-1;-1;-1;-1;0;0;5027;1269;1611;26654;36432;155;-1;13984;-1;690;179;0;-1;35721;30885;3397;-1;114;-1;-1;-1;-1;5708;1164;-1;1312;-1;-1;2070;-1;-1;-1;67622;-1;359;1796;193269;8829;-1;10913;1950;3453;0;608;150;0;-1;702;-1;-1;1585;52;711;-1;0;-1;939970.4021
06/1969;-1;243041;312;-1;9106;-1;-1;-1;-1;225;-1;-1;-1;12433;958;24684;38373.71134;268;8643;133;-1;23021;0;0;-1;-1;-1;0;-1;0;0;-1;-1;19;3739;38;3451;326;-1;35716;-1;-1;5426;0;-1;2973;-1;-1;37757;-1;-1;-1;-1;0;0;16812;416;2015;22933;60864;-1;-1;11152;-1;946;78;0;-1;22437;15179;3479;-1;78;-1;-1;-1;-1;4097;924;-1;3619;-1;-1;687;-1;-1;-1;76951;-1;100;867;61072;26555;-1;10698;2163;4479;0;858;100;0;-1;126;1298;-1;682;4;513;-1;0;-1;802777.7113
07/1969;-1;213957;791;-1;7218;-1;-1;-1;-1;458;-1;-1;-1;18789;1324;12635;48579.89691;377;10678;352;-1;37462;0;0;-1;-1;-1;0;-1;0;0;-1;-1;116;3505;3000;1509;901;-1;28199;-1;-1;2624;0;-1;1035;-1;-1;78831;-1;-1;-1;-1;0;0;16557;712;3172;25495;54098;-1;-1;8988;-1;448;469;0;-1;12320;6160;3368;-1;76;-1;-1;-1;-1;14585;3284;-1;6190;-1;-1;669;-1;-1;-1;123700;-1;548;680;19355;12210;-1;17094;3059;4066;0;4316;0;0;-1;959;5751;-1;1150;76;1213;-1;0;-1;823061.8969
08/1969;-1;176933;358;-1;8358;-1;-1;-1;-1;314;-1;-1;-1;14469;897;17459;40889.17526;60;11183;514;-1;33680;0;0;-1;-1;-1;0;-1;0;0;-1;-1;280;990;8352;1221;2344;-1;52037;-1;-1;799;0;1601;754;-1;-1;166371;-1;-1;-1;-1;0;0;8866;562;1298;22601;39803;-1;-1;10995;-1;236;1570;0;-1;9531;30369;2008;-1;22;-1;-1;-1;-1;15103;1383;-1;3924;-1;-1;335;-1;-1;-1;182002;-1;369;231;38124;8299;-1;14107;2780;2994;0;3185;335;0;-1;391;4183;-1;14955;428;485;-1;0;-1;961291.1753
09/1969;-1;258108;853;-1;7292;-1;-1;-1;-1;380;-1;-1;-1;14453;1364;28920;22662.37113;28;18764.56665;723;-1;33046;168;0;-1;-1;-1;0;-1;0;0;-1;-1;415;1460;8372;1336;3529;-1;63834;-1;-1;1225;0;18289;426;-1;-1;131565;-1;-1;-1;-1;0;0;8147;464;2233;24262;24729;-1;-1;11478;-1;65;6044;0;-1;9229;17306;1588;-1;107;-1;-1;-1;-1;28671;1589;-1;5102;-1;-1;465;-1;-1;-1;249534;-1;345;563;60934;5692;-1;14122;4961;3199;0;4123;30;0;-1;330;157;-1;13321;241;656;-1;0;-1;1116853.938
10/1969;-1;393651;770;-1;5714;-1;-1;-1;-1;462;-1;-1;-1;2035;2187;36287;30152.06186;3331;17953.45214;604;-1;52451;0;0;-1;-1;-1;0;-1;0;0;-1;-1;671;486;6347;3201;3954;-1;48794;-1;-1;1372;0;41676;2746;-1;-1;69122;-1;-1;-1;-1;0;0;16346;1825;4016;36375;22789;-1;-1;13046;-1;29;15321;0;-1;9313;38895;2161;-1;53;-1;-1;-1;-1;47389;3050;-1;6001;-1;-1;408;-1;-1;-1;221688;-1;695;1002;63215;4562;-1;17454;2771;2810;0;466;110;0;-1;221;1279;-1;21930;153;7;52;0;-1;1279353.514
11/1969;-1;393127;606;-1;6927;-1;-1;-1;-1;710;-1;-1;-1;88;6643;49094;25329.89691;3535;8217.920728;648;-1;67696;0;0;-1;-1;-1;0;-1;0;0;-1;-1;604;883;5528;1892;4208;-1;19558;-1;-1;2304;0;11436;7533;-1;-1;83434;-1;-1;-1;-1;0;0;12111;1172;1814;28142;12213;-1;-1;9172;-1;114;19975;36;-1;13961;74894;3677;-1;26;-1;-1;-1;-1;33653;2955;-1;1359;-1;-1;737;-1;-1;-1;36746;-1;299;621;39651;2645;-1;20353;1704;1021;0;378;0;0;-1;368;161;-1;8072;162;-1;74;0;-1;1028221.818
12/1969;-1;241726;3;-1;3560;-1;-1;-1;-1;205;-1;-1;-1;-1;11464;15229;16324.74227;3320;3191;439;-1;177497;0;0;-1;-1;-1;0;-1;0;0;-1;-1;87;3989;5535;1055;4021;-1;10881;-1;-1;1317;0;140;824;-1;-1;86681;-1;-1;-1;-1;0;0;2003;524;1090;20300;11344;-1;-1;7021;-1;88;27066;221;-1;9400;1757;10445;-1;19;-1;-1;-1;-1;13277;1396;-1;1004;-1;-1;1072;-1;-1;-1;17520;-1;23;310;22619;265;-1;23068;751;2031;0;20;0;0;314;85;77;-1;1756;51;-1;-1;0;-1;764358.7423
01/1970;-1;339473;0;-1;2125;-1;-1;-1;-1;188;-1;-1;-1;121;2755;43205;30840.20619;3077;10526;380;-1;48329;0;0;-1;-1;-1;0;-1;0;0;-1;-1;41;2672;3587;2180;15170;-1;2277;-1;-1;2225;0;135;3;-1;-1;48684;-1;-1;-1;-1;0;0;2389;2384;1976;22968;5933;-1;-1;4548;-1;44;858;374;-1;3695;420;699;-1;108;-1;-1;-1;-1;40224;2130;-1;1410;-1;-1;687;-1;-1;-1;33873;-1;143;1189;65538;0;-1;13294;2603;1390;0;-1;0;0;-1;-1;-1;-1;8607;388;-1;363;0;-1;776179.2062
02/1970;-1;363453;0;-1;1364;-1;-1;-1;-1;194;-1;-1;-1;296;528;37982;45804.12371;4535;31665.0734;181;-1;40696;0;0;-1;-1;-1;0;100;0;0;-1;-1;55;6554;7616;1307;14001;-1;1825;-1;-1;2526;0;18;6;-1;-1;52122;-1;-1;-1;-1;0;0;2086;1192;1326;22950;11042;-1;-1;4014;-1;24;183;433;-1;2608;5674;762;-1;55;-1;-1;-1;-1;19823;1671;-1;872;-1;-1;802;-1;-1;-1;5435;-1;103;1014;59314;48;-1;13085;1720;649;0;-1;0;0;154;12;-1;-1;4679;94;-1;-1;0;-1;774605.1971
03/1970;-1;221388;339;-1;3133;-1;-1;-1;-1;153;-1;-1;-1;10;312;31328;54639.17526;3703;14343;156;-1;33512;0;0;-1;-1;-1;0;-1;0;0;-1;-1;106;6809;3573;2876;4914;-1;15346;-1;-1;2713;0;-1;1210;-1;-1;76580;-1;-1;-1;-1;0;0;2222;2190;1233;24242;7144;-1;-1;3763;-1;17;262;318;-1;2013;5568;2776;-1;170;-1;-1;-1;-1;19006;1255;-1;1785;-1;-1;822;-1;-1;-1;12591;-1;67;2285;102693;19;-1;8769;2551;1174;0;-1;0;0;-1;81;-1;-1;9090;82;240;772;0;-1;692295.1753
04/1970;-1;371610;4776;-1;12207;-1;-1;-1;-1;200;-1;-1;-1;-1;568;41281;59239.69072;669;15764;190;-1;18956;0;0;-1;-1;-1;0;-1;0;0;-1;-1;98;2323;1254;1734;1323;-1;59516;-1;-1;2310;23;-1;45362;-1;-1;132856;-1;-1;-1;-1;0;0;3518;1052;828;31823;3761;-1;-1;13982;-1;111;307;0;-1;13732;58450;4159;-1;94;-1;-1;-1;35;3217;1296;-1;1274;-1;-1;869;-1;-1;-1;10791;-1;52;1247;361200;376;-1;11123;1869;491;0;2529;0;0;46;451;-1;-1;3822;103;82;-1;0;-1;1304902.691
05/1970;-1;370636;2599;-1;9160;-1;-1;-1;-1;281;-1;-1;-1;224;359;56610;73396.90722;1187;23647.07869;376;-1;23589;0;0;-1;-1;-1;0;80;0;0;-1;-1;63;3940;3;2642;982;-1;25943;-1;-1;4324;0;-1;2980;-1;-1;105443;-1;-1;-1;-1;0;0;3556;588;593;61079;26528;-1;-1;18881;-1;325;203;86;-1;26391;31012;4060;-1;81;-1;-1;-1;-1;2409;1224;-1;3457;-1;-1;1329;-1;-1;-1;98481;-1;103;779;184604;6557;-1;11915;1333;2261;33;438;50;0;183;500;-1;-1;3567;2;33;-1;0;-1;1201059.986
06/1970;-1;414327;900;-1;10692;-1;-1;-1;-1;230;-1;-1;-1;9647;347;48775;58489.69072;1059;23408.86436;106;-1;30042;0;0;-1;-1;-1;0;-1;0;0;-1;-1;92;3454;219;2514;659;-1;43393;-1;-1;3154;0;-1;1726;-1;-1;61604;-1;-1;-1;-1;0;0;6168;364;644;26654;28012;-1;-1;9381;-1;1094;81;82;-1;12441;35034;8247;-1;42;-1;-1;-1;-1;3046;1626;-1;5628;-1;-1;1107;-1;-1;-1;62223;-1;238;605;47346;24726;-1;13864;1064;7087;0;1444;160;0;65;118;-1;-1;1167;14;55;-1;0;-1;1014618.555
07/1970;-1;355586;656;-1;17384;-1;-1;-1;-1;320;-1;-1;-1;5506;821;21605;61340.20619;876;15179.12801;168;-1;36803;0;0;-1;-1;-1;0;-1;0;0;-1;-1;121;2612;3504;1258;2427;-1;43663;-1;-1;1972;0;-1;1233;-1;-1;88369;-1;-1;-1;-1;0;0;7078;623;944;34802;39168;-1;-1;12680;-1;418;527;0;-1;7948;854;5519;-1;32;-1;-1;-1;-1;9152;3986;-1;5005;-1;-1;835;-1;-1;-1;201330;-1;525;478;15522;6818;-1;22584;1561;4660;0;5134;120;0;60;290;-1;-1;1021;38;63;-1;0;-1;1051131.334
08/1970;-1;399382;539;-1;8936;-1;-1;-1;-1;252;-1;-1;-1;1230;695;19689;57829.89691;239;14694.09219;277;-1;31042;0;0;-1;-1;-1;0;50;0;0;-1;-1;135;410;18433;842;1750;-1;41984;-1;-1;809;0;649;304;-1;-1;192990;-1;-1;-1;-1;0;0;5468;401;455;33973;54608;-1;-1;17816;-1;311;1488;0;-1;7358;6260;3418;-1;60;-1;-1;-1;-1;18172;3107;-1;6100;-1;-1;604;-1;-1;-1;266017;-1;270;892;45281;3069;-1;21185;1502;2994;0;2871;100;0;-1;43;-1;-1;11976;53;33;-1;0;-1;1308999.989
09/1970;-1;350285;1032;-1;6763;-1;-1;-1;-1;252;-1;-1;-1;196;781;22490;36899.48454;1863;12639.6929;418;-1;33066;0;0;-1;-1;-1;0;-1;0;0;-1;-1;102;934;24957;721;2477;-1;60643;-1;-1;718;0;7570;59;-1;-1;196670;-1;-1;-1;-1;0;0;2503;109;324;29777;64342;-1;-1;14946;-1;161;3795;0;-1;6035;154;3077;-1;98;-1;-1;-1;-1;27522;1689;-1;5228;-1;-1;387;-1;-1;-1;233881;-1;49;703;44625;2035;-1;19702;1765;3529;0;1795;0;0;111;246;200;-1;18791;268;-1;-1;0;-1;1249337.177
10/1970;-1;544789;2977;-1;7566;-1;-1;-1;-1;404;-1;-1;-1;102;2474;32544;40904.63918;4116;11655.4175;496;-1;64972;0;0;-1;-1;-1;0;-1;0;0;-1;-1;402;1564;13190;1586;2461;-1;51746;-1;-1;1110;0;29142;2168;-1;-1;147868;-1;-1;-1;-1;0;0;4522;590;905;25187;59038;-1;-1;16763;-1;152;8608;109;-1;9361;9237;3497;-1;29;-1;-1;-1;-1;41210;2037;-1;2388;-1;-1;824;-1;-1;-1;122568;-1;225;702;60360;652;-1;29731;2033;2377;14;298;0;0;646;58;-1;-1;19823;183;1;-1;0;-1;1388319.057
11/1970;-1;513971;2621;-1;6108;-1;-1;-1;-1;682;-1;-1;-1;-1;5747;38066;24327.31959;5400;6386.226659;145;-1;76993;0;0;-1;-1;-1;0;-1;0;0;-1;-1;730;1447;2661;1853;3424;-1;18555;-1;-1;2101;0;9993;21474;-1;-1;100740;-1;-1;-1;-1;0;0;6356;1326;1787;33989;39821;924;-1;16446;-1;49;8351;127;-1;17762;41274;3942;-1;68;-1;-1;-1;-1;47196;5025;-1;3295;-1;-1;1049;-1;-1;-1;41262;-1;216;1140;49283;629;-1;47617;1740;2973;45;175;30;0;-1;142;-1;-1;5804;146;29;951;0;-1;1224347.546
12/1970;-1;346663;231;-1;2019;-1;-1;-1;-1;397;-1;-1;-1;-1;11340;30302;14293.81443;9361;11471.26718;797;-1;133494;0;0;-1;-1;-1;0;-1;0;0;-1;-1;256;6128;4626;1841;4233;-1;3907;-1;-1;2095;0;1015;2814;-1;-1;107977;-1;-1;-1;-1;0;0;2837;1480;970;29258;16399;24;-1;9860;-1;461;10888;0;-1;12789;1922;17085;-1;76;-1;-1;-1;-1;36668;2874;-1;2444;-1;-1;1116;-1;-1;-1;7057;-1;108;1739;43580;36;-1;28019;1759;3041;0;79;0;0;-1;54;-1;-1;6281;158;10;1454;0;-1;935741.0816
01/1971;-1;318899;0;-1;2316;-1;-1;-1;-1;212;-1;-1;-1;168;2561;38467;26868.5567;9104;19457.56371;375;-1;77437;0;0;-1;-1;-1;0;-1;0;0;-1;-1;48;4717;4425;1321;4573;-1;2655;-1;-1;2343;0;91;68;-1;-1;64469;-1;-1;-1;-1;0;0;1080;1050;1159;30075;9051;-1;-1;7538;-1;31;4043;252;-1;4799;12754;689;-1;165;-1;-1;-1;-1;19111;2027;-1;2103;-1;-1;1037;-1;-1;-1;2317;-1;47;963;46356;0;-1;20004;1369;1067;0;-1;0;0;-1;65;-1;-1;3760;273;47;4570;263;-1;758593.1204
02/1971;-1;328328;0;-1;1913;-1;-1;-1;-1;255;-1;-1;-1;-1;2835;41158;41819.58763;10437;16916.3347;436;-1;37124;0;0;-1;-1;-1;0;-1;0;0;-1;-1;31;5243;2611;1333;5929;-1;4062;-1;-1;3085;0;77;46;-1;-1;75843;-1;-1;-1;-1;0;0;1520;1925;984;28897;34433;-1;-1;8472;-1;17;728;92;-1;5736;13965;927;-1;55;-1;-1;-1;-1;16172;1931;-1;1396;-1;-1;785;-1;-1;-1;1092;-1;88;869;58099;0;-1;13593;1211;624;0;-1;0;0;-1;26;-1;-1;4297;111;65;2907;140;-1;780590.9223
03/1971;-1;221483;683;-1;3729;-1;-1;-1;-1;179;-1;-1;-1;-1;3355;18066;36298.96907;5703;17847.41985;231;-1;52491;0;0;-1;-1;-1;0;-1;0;0;-1;-1;38;4497;1688;779;2514;-1;5871;-1;-1;2130;0;-1;341;-1;-1;76795;-1;-1;-1;-1;0;0;954;650;688;19766;16399;-1;-1;5544;-1;27;2522;199;-1;1700;15462;373;-1;60;-1;-1;-1;-1;7435;801;-1;1144;-1;-1;683;-1;-1;-1;3136;-1;153;764;56285;749;-1;8293;913;1085;0;-1;0;0;-1;90;-1;-1;1959;145;-1;199;74;-1;602921.3889
04/1971;-1;589349;5490;-1;14502;-1;-1;-1;-1;245;-1;-1;-1;630;1532;28015;40997.42268;4099;32105.30358;94;-1;31769;0;0;-1;-1;-1;0;-1;0;0;-1;-1;95;2495;1318;2234;932;-1;53366;-1;-1;3083;0;-1;23927;-1;-1;155118;-1;-1;-1;-1;0;0;1231;801;379;45035;32068;-1;-1;13414;-1;201;1354;77;-1;21303;101157;1039;-1;192;-1;-1;-1;-1;6293;932;-1;2790;-1;-1;1084;-1;-1;-1;28847;-1;91;1957;398139;6;-1;13901;2382;2934;0;215;25;0;-1;126;-1;-1;4321;62;-1;1761;26;-1;1675490.726
05/1971;-1;459858;2171;-1;10689;-1;-1;-1;-1;320;-1;-1;-1;1279;512;68163;28600.51546;3240;32508.03934;272;-1;33992;0;0;-1;-1;-1;0;-1;0;0;-1;-1;37;2448;1676;1958;19;-1;25126;-1;-1;7253;0;-1;868;-1;-1;161472;-1;-1;-1;-1;0;0;3308;248;316;44822;61415;-1;-1;19523;-1;407;238;8;-1;16184;16941;896;-1;44;-1;-1;-1;-1;1503;727;-1;5054;-1;-1;1311;-1;-1;-1;153599;-1;21;820;274478;1897;-1;12833;2389;2530;0;16808;110;0;395;570;-1;-1;1789;78;4;898;0;-1;1484579.555
06/1971;-1;511256;3156;-1;9440;-1;-1;-1;-1;361;-1;-1;-1;4198;652;27561;17966.49485;2551;38178.23018;140;-1;33464;0;0;-1;-1;-1;0;-1;0;0;-1;-1;8;2816;2597;1473;200;-1;26784;-1;-1;3982;0;-1;899;-1;-1;87180;-1;-1;-1;-1;0;0;13479;59;192;33034;100578;31;-1;17430;-1;357;378;15;-1;12486;7796;1074;-1;65;-1;-1;-1;-1;3566;1728;-1;4210;-1;-1;1088;-1;-1;-1;74517;-1;20;526;42092;1443;-1;11949;2327;5264;80;11045;280;0;-1;201;-1;-1;962;-1;17;384;0;-1;1123488.725
07/1971;-1;390542;1267;-1;10091;-1;-1;-1;-1;345;-1;-1;-1;3908;1408;13856;30365.97938;1616;27438.32179;343;-1;39797;0;0;-1;-1;-1;0;100;0;0;-1;-1;90;3195;7271;1101;2386;-1;40316;-1;-1;2144;0;-1;452;-1;-1;97220;-1;-1;-1;-1;0;0;15228;333;477;39240;75764;-1;-1;13937;-1;131;686;0;-1;6611;3155;2465;-1;14;-1;-1;-1;-1;20325;4972;-1;5133;-1;-1;593;-1;-1;-1;119953;-1;377;1124;38463;2382;-1;23203;2529;3413;0;6225;220;0;-1;336;-1;-1;2375;17;48;298;0;-1;1065233.301
08/1971;-1;447848;429;-1;9711;-1;-1;-1;-1;418;-1;-1;-1;2985;1187;9826;32121.13402;988;26888.33177;919;-1;40844;0;0;-1;-1;-1;0;-1;0;0;-1;-1;191;1635;5287;826;1149;-1;46081;-1;-1;1221;0;463;307;-1;-1;137014;-1;-1;-1;-1;0;0;13439;351;401;41454;103879;-1;-1;13111;-1;53;2055;27;-1;6951;500;2055;-1;84;-1;-1;-1;-1;27792;4217;-1;4775;-1;150;760;-1;-1;272;167609;-1;630;565;63576;3742;-1;19592;1777;2460;0;15858;40;0;-1;156;-1;-1;13642;85;35;23;0;-1;1280410.466
09/1971;-1;365533;929;-1;6047;-1;-1;-1;-1;590;-1;-1;-1;783;835;11894;22976.80412;3240;23058.86025;678;-1;53527;0;0;-1;-1;-1;0;-1;0;0;-1;-1;207;906;6603;1268;1989;-1;54974;-1;-1;1323;0;17999;153;-1;-1;130158;-1;-1;-1;-1;0;0;16449;266;642;39895;78928;-1;-1;19517;-1;27;2618;240;-1;14329;2640;774;-1;185;-1;-1;-1;-1;32155;2166;-1;2430;-1;-1;462;-1;-1;-1;188160;-1;404;290;56945;4354;-1;18591;2352;3046;0;15238;70;0;-1;52;-1;-1;11067;398;-1;411;0;-1;1220725.664
10/1971;-1;478860;3052;-1;7590;-1;-1;-1;-1;635;-1;-1;-1;181;6586;16246;17500;7355;19037.80681;526;-1;59932;0;0;-1;-1;-1;0;60;0;0;-1;-1;489;1422;9247;1559;3689;-1;33255;-1;-1;2389;0;60460;4023;-1;-1;98965;-1;-1;-1;-1;0;0;25053;507;1670;35921;55717;-1;-1;26403;-1;20;8569;925;-1;12426;13178;774;-1;65;-1;-1;-1;-1;36709;4279;-1;7053;-1;-1;615;-1;-1;-1;178816;-1;709;714;71276;5125;-1;19380;2011;3339;141;17625;0;0;110;129;-1;-1;13533;335;-1;290;0;-1;1376430.807
11/1971;-1;321034;756;-1;4504;-1;-1;-1;-1;557;-1;-1;-1;51;9044;17448;12762.8866;6477;17737.82149;901;-1;87322;0;0;-1;-1;-1;0;-1;0;0;-1;-1;293;2026;5725;1310;3867;-1;22232;-1;-1;2749;0;15792;23870;-1;-1;98608;-1;-1;-1;-1;0;0;12726;629;875;31880;36817;-1;-1;18690;-1;109;12903;916;-1;16006;15306;2808;-1;51;-1;-1;-1;-1;24149;3489;-1;2719;-1;-1;1064;-1;-1;-1;23361;-1;201;733;42521;241;-1;26679;1766;4788;210;219;0;0;-1;127;-1;-1;3904;247;-1;191;0;-1;941344.7081
12/1971;-1;439099;0;-1;3338;-1;-1;-1;-1;428;-1;-1;-1;16;13501;27836;16974.2268;8413;17673.13212;1545;-1;213369;0;0;-1;-1;-1;0;50;0;0;-1;-1;192;2299;4366;1942;3931;-1;8533;-1;-1;3048;0;680;4494;-1;-1;53866;-1;-1;-1;-1;0;0;12696;1880;1620;43005;25643;-1;-1;16203;-1;179;10276;520;-1;12283;5350;2679;-1;179;-1;-1;-1;-1;45797;2594;-1;4454;-1;-1;1212;-1;-1;-1;9235;-1;267;2241;66870;53;-1;23136;2127;3700;66;327;0;0;6;54;-1;-1;5637;829;5;572;0;-1;1127244.359
